# X, Y, Z, K[m/d], XXX, YYY, ZZZ
-10	0	1.75	16.15458384	11	1	1
-10	0	1.7	15.50484202	10	1	1
-10	0	1.65	10.97988307	9	1	1
-10	0	1.6	10.43407613	8	1	1
-10	0	1.55	14.68157616	7	1	1
-10	0	1.5	14.10215702	6	1	1
-10	0	1.45	21.26946211	5	1	1
-10	0	1.4	16.84282291	4	1	1
-10	0	1.35	13.25786659	3	1	1
-10	0	1.3	12.60412618	2	1	1
-10	0	1.25	7.802554176	1	1	1
-10	0	1.2	10.0476288	0	1	1
-10	0	1.15	13.27214419	1	1	1
-10	0	1.1	5.720752224	2	1	1
-10	0	1.05	4.922902656	3	1	1
-10	0	1	6.746914656	4	1	1
-10	0	0.95	5.821116192	5	1	1
-10	0	0.9	9.181454112	6	1	1
-10	0	0.85	8.685958752	7	1	1
-10	0	0.8	13.01190653	8	1	1
-10	0	0.75	8.464378176	9	1	1
-10	0	0.7	7.26169536	10	1	1
-10	0	0.65	10.57995302	11	1	1
-10	0	0.6	13.3688111	12	1	1
-10	0	0.55	12.67915075	13	1	1
-10	0	0.5	11.0640721	14	1	1
-10	0	0.45	10.98687456	15	1	1
-10	0	0.4	10.20813408	16	1	1
-10	0	0.35	10.30445971	17	1	1
-10	0	0.3	10.14689981	18	1	1
-10	0	0.25	8.891282304	19	1	1
-10	0	0.2	7.662900672	20	1	1
-10	0	0.15	8.663279616	21	1	1
-10	0	0.1	7.645244832	22	1	1
-10	0	0.05	8.464378176	23	1	1
-10	0	0	5.687481312	24	1	1
-9	0	1.75	12.14884397	11	1	2
-9	0	1.7	17.03428877	10	1	2
-9	0	1.65	18.01532102	9	1	2
-9	0	1.6	11.7617711	8	1	2
-9	0	1.55	14.21870371	7	1	2
-9	0	1.5	11.37872448	6	1	2
-9	0	1.45	18.33169104	5	1	2
-9	0	1.4	21.37221331	4	1	2
-9	0	1.35	16.00430832	3	1	2
-9	0	1.3	14.48924112	2	1	2
-9	0	1.25	13.95260208	1	1	2
-9	0	1.2	6.531566976	0	1	2
-9	0	1.15	9.065672064	1	1	2
-9	0	1.1	4.45972608	2	1	2
-9	0	1.05	5.096829312	3	1	2
-9	0	1	7.862644512	4	1	2
-9	0	0.95	9.200337696	5	1	2
-9	0	0.9	7.120249056	6	1	2
-9	0	0.85	10.0476288	7	1	2
-9	0	0.8	12.96107827	8	1	2
-9	0	0.75	9.366633504	9	1	2
-9	0	0.7	7.138850976	10	1	2
-9	0	0.65	7.340787648	11	1	2
-9	0	0.6	6.099331104	12	1	2
-9	0	0.55	6.480539136	13	1	2
-9	0	0.5	7.02973728	14	1	2
-9	0	0.45	9.528921216	15	1	2
-9	0	0.4	7.00007616	16	1	2
-9	0	0.35	5.120426016	17	1	2
